fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones
7/07/2022,Frente,San Luis,6/07/2022,Extinguido (06/07/2022),"33º 18´ 14,9´´ S","66º 16´ 59,4´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 18´ 14,9´´ - Longitud: 66º 16´ 59,4´´ - Depto.: Juan Martin de HOSPITAL (06/07/2022) Pueyrredon - Superficie 1,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % RAMON CARRILLO 2 "
7/07/2022,Barrio Las Vegas,San Luis,6/07/2022,Extinguido (06/07/2022),"33º 18´ 8,9´´ S",66º 16´ 31´´ O,Juan Martín de Pueyrredón,"Latitud: 33º 18´ 8,9´´ - Longitud: 66º 16´ 31´´ - Depto.: Juan Martin de VEGAS (06/07/2022) Pueyrredon - Superficie 1,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % La presente información corresponde a los incendios reportados diariamente por el Sistema Federal de Manejo del Fuego al Servicio Nacional de Manejo del Fuego. Página 3 de 3"
8/07/2022,"La Petra, Ruta 20 Km 35",San Luis,6/07/2022,Controlado,33º 15´ 17´´ S,"65º 59´ 20,6´´ O",Coronel Pringles,"- Latitud: 33º 15´ 17´´ - Longi tud: 65º 59´ 20,6´´ - Depto. : Coro nel Pring les - Bosque Nativo 34 % - Arbust al/Matorr al 33 % - Pastizal 33 % - BB.VV. El Volcán, El Morro, La Toma"
8/07/2022,El Bigua,San Luis,7/07/2022,Controlado,"33º 13´ 42,9´´ S","66º 13´ 40,9´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 13´ 42,9´´ - Lon gitud: 6 6º 13´ 40,9´´ - Dept o.: Jua n Martin de Pueyrredon - Bos que Nativo 34 % - A rbustal/Matorral 33 % - P astizal 3 3 % - BB.VV. Potrero d e los Funes"
8/07/2022,La Florida,San Luis,6/07/2022,Extinguido (08/07/2022),"33º 7´ 32,5´´ S","66º 3´ 36,2´´ O",Coronel Pringles,"- Latitud: 33º 7´ 32,5´´ - Longitud: 66º 3´ 36,2´´ - Ptos. de Referencia: Ruta 9 ingreso al Trapiche - Depto.: Coronel Pringles - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. El Trapiche, El Volcan, La Toma, Estancia Grande, Potrero de Los Funes, La Punta, Bri For San Luis Solidario y DC El Trapiche."
8/07/2022,La Molienda,San Luis,7/07/2022,Extinguido (08/07/2022),"32º 34´ 27,6´´ S","65º 10´ 59,4´´ O",Chacabuco,"- Latitud: 32º 34´ 27,6´´ - Longitud: 65º 10´ 59,4´´ - Depto.: C hacabuco Nativo 34 % - Arb ustal/Ma torral 33 % - Past izal 33 % - BB.VV . Concara Larca, Tili sara o y BB PL S an Luis ( Cuar tel 3 )"
11/07/2022,Cerro Tomolasta,San Luis,8/07/2022,Extinguido (9/7/2022),"32º 48´ 26,6´´ S","66º 5´ 14,5´´ O",Coronel Pringles,"- Latitud: 32º 48´ 26,6 ´´ - Lo ngitud : 66º 5´ 14,5´ ´ - De pto.: C oron el Pringle s - Pastizal 100 % - B B.V V. Ca rolina"
11/07/2022,"La Petra, Ruta 20 Km 35",San Luis,6/07/2022,Extinguido (9/7/2022),33º 15´ 17´´ S,"65º 59´ 20,6´´ O",Coronel Pringles,"- Latitud: 33º 15´ 17´´ - L ong itud: 65º 59 ´ 20,6´´ - De pto.: C orone l Pringle s - Bosque Nativo 34 % - Arb us tal/Ma torral 33 % - Pasti zal 33 % - B B.VV. E l Volcán, El Mo rro, La T om a"
11/07/2022,El Bigua,San Luis,7/07/2022,Extinguido (9/7/2022),"33º 13´ 42,9´´ S","66º 13´ 40,9´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 13´ 42,9´´ - Longitud: 66º 13´ 40,9´´ - Depto.: Juan Martin de Pueyrredon - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Potrero de los Funes"
11/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Contenido,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
11/07/2022,Paraje La Esquina,San Luis,9/07/2022,Extinguido (9/7/2022),"30º 7´ 23,7´´ S","65º 22´ 24,5´´ O",General Pedernera,"- Latitud: 30º 7´ 23,7´´ - Longitud: 65º 22´ 24,5´´ - Depto.: General Pedernera - Superficie 5,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %"
11/07/2022,"Ea. La Lucre, Alto Pelado",San Luis,9/07/2022,Extinguido (10/7/2022),33º 50´ 22´´ S,"66º 8´ 10,1´´ O",General Pedernera,"- Latitud: 33º 50´ 22´´ - Longit ud: 6 6º 8´ 10, 1´´ - D epto.: G eneral Peder nera - Superficie 3.000,0 ha - Bosque Nati vo 3 4 % - Arbu stal/Mat orral 33 % - Pastizal 33 % - Bri For SL Solidario, BB . PL San Lui s"
11/07/2022,La Molienda,San Luis,7/07/2022,Extinguido (8/7/2022),"32º 34´ 27,6´´ S","65º 10´ 59,4´´ O",Chacabuco,"- Latitud: 32º 34´ 27,6´´ - Long itud: 65º 10´ 59,4´´ - Depto.: Chacabuco - Bosqu Nativo 34 % - Arb ustal/Matorra l 33 % - Past izal 33 % - BB. VV. Concar an, Villa Larca, Tilisarao y BB PL San L uis ( Cuar tel 3 )"
12/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Contenido,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitu d: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2 ,7´´ - Depto.: Junin - Bosq 34 % - Arbustal/Matorral 3 3 % - Pas tiza l 33 % - Bri For SL Soli dario, B Carpint ería, Merlo, Conc a rán, Tilisa rao, Vill a Larca, Cortadera s, Papa Santa Rosa de Conlara"
13/07/2022,Establecimient o La Vaca,San Luis,12/07/2022,Controlado,,,Gobernador Dupuy,- Depto.: Gob ern ador Dup uy - Bos que Nativo 34 % - Arb ustal/Matorral 3 3 % - Pastizal 33 % - BB .VV. De Buena Esperanza
13/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Controlado,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - L ongitud : 65º 2´ 2,7´ ´ - Depto.: Junin - Bosque Nativo 34 % - Arbust al/M atorral 33 % - Pa stizal 33 % - Bri For S L Solidario, BB. VV. Carpintería, M erlo , Concar án, Tilis arao, Villa L arca, Corta deras, Papaga yos y Santa Rosa d e Co nlara"
14/07/2022,Establecimient o La Vaca,San Luis,12/07/2022,Extinguido (14/7/2022),,,Gobernador Dupuy,- Depto.: Gobernador Dupuy - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. De Buena Esperanza
14/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Contenido,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitu d: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2 ,7´´ - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 3 3 % - Pas tiza l 33 % - Bri For S L Solidario, BB. VV. Carpint ería, Merlo, Conc a rán, Tilisa rao, Vill a Larca, Corta deras, Papaga yos y Santa Rosa de Conlara"
14/07/2022,Campo de Ser Beef,San Luis,14/07/2022,Extinguido (14/7/2022),"33º 25´ 29,8´´ S","65º 55´ 45,9´´ O",Coronel Pringles,"- Latitu d: 33º 25´ 29,8´´ - Longitud: 65º 55´ 45,9´´ - Dept o.: Coronel Prin gles - Pastiza l 100 %"
15/07/2022,Carpinteria,San Luis,10/07/2022,Guardia de cenizas,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 LOS MOLLES ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
15/07/2022,Campo de Ser,San Luis,14/07/2022,Extinguido,"33º 25´ 29,8´´ S","65º 55´ 45,9´´ O",Coronel Pringles,"Latitud: 33º 25´ 29,8´´ - Longitud: 65º 55´ 45,9´´ - Depto.: Coronel Pringles - BEEF (14/07/2022) Pastizal 100 %"
18/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Guardia de cenizas,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
19/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Guardia de cenizas,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
19/07/2022,Potrero de los Funes,San Luis,18/07/2022,Extinguido (18/7/2022),"33º 13´ 23,1´´ S","66º 13´ 28,7´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 13´ 23,1´ ´ - Longitud: 66 º 13 ´ 28,7´´ - Depto.: Juan Martin de Pueyrredon - Superficie  1,0 ha - Pastiz al 1 00 %"
20/07/2022,Balcarce,San Luis,19/07/2022,Guardia de cenizas,32º 57´ 7´´ S,"65º 5´ 55,8´´ O",General Pedernera,"Latitud: 32º 57´ 7´´ - Longitud: 65º 5´ 55,8´´ - Depto.: General Pedernera - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Cortaderas"
20/07/2022,Carpinteria,San Luis,10/07/2022,Guardia de cenizas,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 LOS MOLLES ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
21/07/2022,Balcarce,San Luis,19/07/2022,Guardia de cenizas,32º 57´ 7´´ S,"65º 5´ 55,8´´ O",General Pedernera,"- Latitud: 32º 57´ 7´´ - Longitud: 65º 5´ 55,8´´ - Depto.: General Pedernera - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Cortaderas"
21/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Guardia de cenizas,"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
22/07/2022,Carpinteria - Los Molles,San Luis,10/07/2022,Extinguido (20/7/2022),"32º 25´ 50,2´´ S","65º 2´ 2,7´´ O",Junín,"- Latitud: 32º 25´ 50,2´´ - Longitud: 65º 2´ 2,7´´ - Depto.: Junin - Superficie 178,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Bri For SL Solidario, BB.VV. Carpintería, Merlo, Concarán, Tilisarao, Villa Larca, Cortaderas, Papagayos y Santa Rosa de Conlara"
22/07/2022,Balcarce,San Luis,19/07/2022,Extinguido (21/7/2022),32º 57´ 7´´ S,"65º 5´ 55,8´´ O",General Pedernera,"- Latitud: 32º 57´ 7´´ - Lo ngitud: 65º 5´ 55,8 ´´ - De pto.: Ge neral Pedernera Bosque Nativo 34 % - Arb ustal/Mato rral 33 % - Pa stizal 33 % - BBVV Cort"
22/07/2022,Frente Hospital Carrillo,San Luis,21/07/2022,Extinguido (21/7/2022),"33º 18´ 4,9´´ S","66º 16´ 59,4´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 4,9´´ - L ongitud: 6 6º 1 6´ 5 9, 4´´ - Depto.: Juan Martin de Pueyrredon - Veg etación Otros 100 %"
25/07/2022,Santa Rosa,San Luis,22/07/2022,Extinguido (23/07/2022),"32º 20´ 42,8´´ S","65º 11´ 36,3´´ O",Junín,"- Latitud: 32º 20´ 42,8´´ - Longitud: 65º 11´ 3 6,3´´ - D epto.: Junin - Sup erficie 1,0 ha - Arbustal/ Mato rral 50 % - Pastiz al 50 % - BB.VV. Santa Rosa de C onlara, BB PL San Luís ( Cua rtel N°3)"
1/08/2022,Ruta 146 Km 172,San Luis,30/07/2022,Extinguido (30/7/2022),"32º 43´ 11,6´´ S","66º 19´ 53,5´´ O",Belgrano,"- Latitud: 32º 43´ 11,6´´ - Lo n gitud: 66 º 19´ 53,5 ´´ - Depto .: Belgrano - Arbustal/Mato rral 50 % - Pa st izal 50 %"
2/08/2022,Terraza del Portezuelo,San Luis,1/08/2022,Extinguido (01/08/2022),"33º 18´ 3,5´´ S","66º 17´ 38,9´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 3,5´´ - L ongitud: 6 6º 1 7´ 3 8,9´´ - D epto.: Jua n Martin d e Pueyrredon - Bos que Nati vo 34 % - Arb usta l/Mato rr al 33 % - Pastizal 3 3 %"
2/08/2022,Barrio San Luis XIV,San Luis,1/08/2022,Extinguido (02/08/2022),33º 19´ 21´´ S,"66º 20´ 7,6´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 19´ 21´´ - L ongitud: 6 6º 2 0´ 7, 6´´ - D e pto.: Juan Martin de Pueyrredon - Sup erficie 1 ,0 ha - Bo sque Na tivo 34  % - Arbust al/Matorra l 33 % - Pastizal 33 % - Br i For Sa n Luis Sol idar io, B B.VV S an Luis Ca pital, DC Capital."
3/08/2022,"San Martin, Las Chacras",San Luis,1/08/2022,Activo,"32º 23´ 48,4´´ S","65º 55´ 41,9´´ O",Ayacucho,"- Latitud: 32º 23´ 48,4´´ - Longitud: 65º 55´ 41,9´´ - Depto.: Ayacucho - Superficie 1,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Lujan. SNMF: 1 helicóptero"
5/08/2022,"San Martin, Las Chacras",San Luis,1/08/2022,Activo,"32º 23´ 48,4´´ S","65º 55´ 41,9´´ O",Ayacucho,"- Latitud: 32º 23´ 48,4 ´´ - Lon gitud: 65 º 55´ 41,9´´ - Depto.: Ayacucho - Superficie 1,0 ha - Bosq ue Nativ o 34 % - Arbust al/Matorral 33 % - Pas tizal 33 % - BBVV Lujan. SNMF: 1 helicó ptero"
8/08/2022,"San Martin, Las Chacras",San Luis,1/08/2022,Extinguido (7/8/2022),"32º 23´ 48,4´´ S","65º 55´ 41,9´´ O",Ayacucho,"- Latitud: 32º 23´ 48,4´´ - Longitud: 65º 55´ 41,9´´ - Depto.: Ayacucho - Superficie 200,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Lujan. SNMF: 1 helicóptero"
16/08/2022,San Martin,San Luis,14/08/2022,Extinguido (14/08/2022),"32º 28´ 22,4´´ S","65º 37´ 23,9´´ O",Libertador General San Martín,"- Latitud: 32º 28´ 22,4´´ - Longitud: 6 5º 37´ 2 3,9´´ - D epto.: Libertad or General San Martin - Supe rficie 0, 5 ha - Bosq ue Nativ o 34 % - Arbustal/Mat orra l 33 % - Pastizal 33 %"
16/08/2022,500 Viviendas Norte,San Luis,14/08/2022,Extinguido (14/08/2022),"33º 16´ 32,5´´ S","66º 22´ 1,7´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 16´ 32,5´´ - L ongitud: 66º 22´ 1,7´ ´ - Depto.: Juan Mar tin de Pueyrredon - Bos que Nativ o 34 % - Arbustal/Ma to rral 33 % - Pastiz al 33 %"
16/08/2022,Murallon de Nogoli,San Luis,12/08/2022,Extinguido (15/08/2022),32º 55´ 47´´ S,66º 19´ 37´´ O,Belgrano,"- Latitud: 32º 55´ 47´´ - Lo ngitud: 66º 19´ 37´´ - De pto.: Be lgrano - S uperficie 3,0 ha - Bosque Nativ o 34 % - Arbustal/Matorral 33 % - Pastiz al 33 % - BB.VV. Vil la de La Quebrada"
16/08/2022,Cabeza de Novillo,San Luis,14/08/2022,Extinguido (15/08/2022),32º 26´ 42´´ S,65º 23´ 1´´ O,Junín,"- Latitud: 32º 26´ 42´´ - Lo ngitud: 65º 23´ 1´´ - P to s. de Re ferencia: Camino a Rincon del Carme n - Depto .: Junin - Superficie 10, 0 ha - B osque Na tivo 34 % - Arbustal/Matorral 33 % - P astizal 33 % - BB.VV . S anta Rs a de Con lara y BB. PL San Luís (Cuartel N°3)"
16/08/2022,Ruta 40,San Luis,14/08/2022,Extinguido (14/08/2022),32º 45´ 59´´ S,65º 21´ 57´´ O,Chacabuco,- Latitud: 32º 45´ 59´´ - Lo ngitud: 65º 21´ 57´´ - Pt os. de R eferencia : Hacia Potrerillo - Depto. : Chacab uco - Bosque Nativo 34 % - Arb ustal/Mat orral 33 % - Pastizal 33 %
16/08/2022,Campo Las Bolas de Oro,San Luis,11/08/2022,Extinguido (14/08/2022),"35º 52´ 38,9´´ S","66º 26´ 55,9´´ O",Gobernador Dupuy,"- Latitud: 35º 52´ 38,9´´ - L ongitud: 66º 26´ 55,9 ´´ - Depto. : Goberna dor Dupu y - Bosque Nativo 34 % - Arbu stal/Matorral 33 % - Pa stizal 33 % - BBV V Unión"
16/08/2022,Balde La Isla,San Luis,12/08/2022,Extinguido (15/08/2022),33º 7´ 18´´ S,"65º 57´ 52,9´´ O",Coronel Pringles,"- Latitud: 33º 7´ 1 8´´ - Lon gitud: 65º 57´ 52,9´´ - D epto.: C oronel Pri ngles - Superficie 10,0 ha - Bosqu e Nativo 34 % - Arbu sta l/Matorr al 33 % - Pastizal 3 3 % - BB.VV. Villa d e La Que brada"
17/08/2022,Campo de Vallejos (Las Higueritas),San Luis,16/08/2022,Activo,32º 39´ 59´´ S,66º 14´ 31´´ O,Belgrano,"- Depto.: Belgran o - Bos que Nati v o 34 % - Arb ustal/Mato rral 33 % - Pasti zal 33 % - BB.VV. La Pu nta, Lo s Manan ti ales y BB. P L San Luis"
17/08/2022,La Estrechura,San Luis,16/08/2022,Extinguido (16/08/2022),33º 13´ 35´´ S,"66º 9´ 55,4´´ O",Coronel Pringles,"- Latitud: 33º 13´ 35´´ - L ongitud: 6 6º 9 ´ 55,4´´ - Ptos. de Referencia: Cer ca del Monolito - Depto.: Coron el Pringl e s - Su perficie 180,0 ha - Bosque Nativo 34 % Arbustal/Matorral 33 % - Pastizal 3 3 %"
18/08/2022,Campo de Vallejos (Las Higueritas),San Luis,16/08/2022,Activo,32º 39´ 59´´ S,66º 14´ 31´´ O,Belgrano,"- Depto.: Belgrano - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. La Punta, Los Manantiales y BB. PL San Luis"
19/08/2022,Campo de Vallejos (Las Higueritas),San Luis,16/08/2022,Activo,32º 39´ 59´´ S,66º 14´ 31´´ O,Belgrano,"- Depto.: Belgran o - Bosque Nativo 3 4 % - Arbust al/Matorr al 33 % - P astizal 33 % - BB.VV. La Pu nta, Los Ma nantiale s y BB. PL S an Luis"
19/08/2022,La Estrechura,San Luis,16/08/2022,Extinguido (16/08/2022),33º 13´ 35´´ S,"66º 9´ 55,4´´ O",Coronel Pringles,"- Latitud: 33º 13´ 35´´ - Longi tud: 66º 9´ 55,4´´ - P tos. de R eferencia: C erca del Monolito - Depto.: Coronel Pri ngles - Superficie 18 0,0 ha - Bosque Nat ivo 34 % Arbustal/Matorral 33 % - Past izal 33 %"
22/08/2022,Campo de Vallejos (Las Higueritas),San Luis,16/08/2022,Extinguido (19/8/2022),32º 39´ 59´´ S,66º 14´ 31´´ O,Belgrano,"- Latitud: 32º 39´ 59´´ - Longitud: 66º 14´ 31´´ - Depto.: Belgrano - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. La Punta, Los Manantiales y BB. PL San Luis"
22/08/2022,El Ceibo,San Luis,19/08/2022,Controlado,32º 19´ 58´´ S,"65º 13´ 10,7´´ O",Chacabuco,"- Latitud: 32º 19´ 58´´ - Longitud: 65º 13´ 10,7´´ - Ptos. de Referencia: Ruta 23 y Ruta 5 - Depto.: Chacabuco - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Santa Rosa de Conlara y BB.PL San Luís (Cuartel N°3)"
22/08/2022,Escuela La Punilla,San Luis,21/08/2022,Contenido,32º 59´ 35´´ S,65º 8´ 12´´ O,Chacabuco,- Latitud: 32º 59´ 35´´ - Longitud: 65º 8´ 12´´ - Depto.: Chacabuco - Bosque Nativo 50 % - Pastizal 50 % - BB.VV. El Morro
23/08/2022,El Ceibo,San Luis,19/08/2022,Extinguido (22/8/2022),32º 19´ 36´´ S,65º 2´ 31´´ O,Junín,- Latitud: 32º 19´ 36´´ - Longitud: 65º 2´ 31´´ - Ptos. de Referencia: Ruta 23 y Ruta 5 - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Santa Rosa de Conlara y BB.PL San Luís (Cuartel N°3)
23/08/2022,Escuela La Punilla,San Luis,21/08/2022,Extinguido (22/8/2022),32º 59´ 35´´ S,65º 8´ 12´´ O,General Pedernera,- Latitud: 32º 59´ 35´´ - Longitud: 65º 8´ 12´´ - Depto.: General Pedernera - Bosque Nativo 50 % - Pastizal 50 % - BB.VV. El Morro
25/08/2022,Barrio El Rosedal,San Luis,24/08/2022,Extinguido (24/8/2022),"32º 18´ 58,2´´ S","65º 3´ 42,7´´ O",Junín,"- Latitud: 32º 18´ 58,2´´ - Longitud: 65º 3´ 42,7´´ - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Personal Bomb: 20"
25/08/2022,Piedra Blanca,San Luis,24/08/2022,Extinguido (24/8/2022),"32º 21´ 20,4´´ S","65º 1´ 56,4´´ O",Junín,"- Latitud: 32º 21´ 20,4´´ - Longitud: 65º 1´ 56,4´´ - Ptos. de Referencia: Abajo del Algarrobo Abuelo - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - Personal Bomb: 20"
25/08/2022,Autopista 55 Km 808,San Luis,24/08/2022,Contenido,33º 15´ 39´´ S,"65º 29´ 32,3´´ O",General Pedernera,"- Latitud: 33º 15´ 39´´ - Longitud: 65º 29´ 32,3´´ - Depto.: General Pedernera - Superficie 100,0 ha - Pastizal 100 % - BB.VV. La Toma, El Morro, BB. PL San Luís (Cuartel N° 6)"
26/08/2022,El Volcan (Monolito),San Luis,25/08/2022,Extinguido (26/8/2022),"33º 13´ 36,6´´ S","66º 11´ 0,9´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 13´ 36,6´´ - Longitud: 66º 11´ 0,9 ´´ - Depto.: Juan Marti n de Pueyrredon - Sup erficie 0 ,5 ha - Arb ust al/Mato rral 50 % - Vegetación Otros 50 %"
26/08/2022,NE Santa Rosa,San Luis,25/08/2022,Extinguido (25/8/2022),32º 38´ 47´´ S,65º 11´ 28´´ O,Junín,- Latitud: 32º 38´ 47´´ - Lo ngitud: 65 º 1 1´ 28´´ - De pto.: Ju nin - Bosqu e Nativo 3 % - Arbustal/M ato rral 33 % - Pastiza l 33 % - P erso nal Bo mb: 12
26/08/2022,Pje. Cañada Los Polos,San Luis,25/08/2022,Extinguido (26/8/2022),"32º 19´ 45,7´´ S","65º 11´ 44,9´´ O",Junín,"- Latitud: 32º 19´ 45,7´´ - Lo ngitud: 65º 11 ´ 44 ,9´´ - Depto.: Junin - Superficie ha - Pastizal 100 % - Person al Bomb: 12"
26/08/2022,Autopista 55 Km 808,San Luis,24/08/2022,Extinguido (25/8/2022),33º 15´ 39´´ S,"65º 29´ 32,3´´ O",General Pedernera,"- Latitud: 33º 15´ 39´´ - Long itud: 65º 29´ 32,3 ´´ - Depto.: G eneral Pedernera Superficie 150,0 h a - Pastiza l 100 % - BB. VV. La Toma, El Morro, BB. PL Sa Luís (Cuartel N° 6 )"
29/08/2022,Campo del Retazo del Monte,San Luis,27/08/2022,Extinguido (27/08/2022),32º 58´ 17´´ S,"65º 27´ 24,4´´ O",General Pedernera,"- Latitud: 32º 58´ 17´´ - Longi tud: 65º 27´ 24,4 ´´ - Dept o.: General Pedernera Superficie 1,0 ha - Bosque N ativo 34 % - Arbu stal/Mat orral 33 % - Pastizal 3"
29/08/2022,Calle Santa Cruz,San Luis,27/08/2022,Extinguido (27/08/2022),"34º 45´ 45,8´´ S","65º 37´ 56,1´´ O",Gobernador Dupuy,"- Latitud: 34º 45´ 45,8´´ - Lon gitud: 65 º 37´ 56 ,1´´ - Pt os. de Refer encia: Por Autopista N°55 K m 848 - Dep to.: Gob ernador Dupuy - Bosque Na tivo 34 % - Arbustal/Matorral 33 % - Past izal 33 %"
29/08/2022,Planta Piscu Yacu,San Luis,27/08/2022,Controlado,32º 43´ 3´´ S,65º 30´ 0´´ O,Libertador General San Martín,"- Latitud: 32º 43´ 3´´ - Longitud: 65º 30´ 0´´ - Ptos. de Referencia: Por Ruta N°40, hacia Potrerillos - Depto.: Libertador General San Martin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Renca y Concarán"
29/08/2022,Ruta 5 a 15 Km de Tilisarao,San Luis,27/08/2022,Contenido,32º 44´ 50´´ S,65º 16´ 48´´ O,Chacabuco,"- Latitud: 32º 44´ 50´´ - Longi tud: 65º 16´ 48´´ - Depto. : Chacabuc o - Bosque Nativo 34 % - Arb ustal/Matorr al 33 % - Pastiza l 33 % - BB.VV. Re nca, Conca San Pablo, Tilisar ao y Nasch el"
29/08/2022,Las Chacras,San Luis,28/08/2022,Extinguido (28/08/2022),"33º 32´ 10,3´´ S",66º 34´ 59´´ O,Coronel Pringles,"- Latitud: 33º 32´ 10,3´´ - Lon gitud: 66 º 34´ 59 ´´ - Dept o.: Coronel Pringles - Superficie 10,0 ha - Bosque N ativo 34 % - Arb ustal/Ma torral 33 % - Pastizal"
29/08/2022,Camino a San Miguel,San Luis,27/08/2022,Extinguido (29/08/2022),"32º 2´ 24,4´´ S",65º 48´ 59´´ O,Ayacucho,"- Latitud: 32º 2´ 2 4,4´´ - L ongitud: 6 5º 48´ 5 9´´ - Ptos. de Re fer enc ia: Por Ruta N°79 (Entre Cand elaria y Quines) - Depto.: Ayacucho - Bosq ue Na tivo 50 % - Pastizal 50 % - B B.VV. Q uines, Luj an, Lafin ur y Los Cajones"
