fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones,,
21/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
22/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BBVV Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
23/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BBVV Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
24/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
25/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BBVV Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
26/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Tipo: rrhh. Subtipo: bomberos. ]",,
27/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BBVV Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
28/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BBVV Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
29/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
30/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
1/12/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
2/12/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
3/12/2024,Villa Larca,San Luis,13/11/2024,Extinguido (03/12 /2024),32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
29/12/2024,El Trapiche/Nogolí,San Luis,29/12/2024,Activo,32° 59' 40.83'' S,66° 12' 10.81'' O,Coronel Pringles,"Latitud: 32° 59' 40.83'' S, Longitud: 66° 12' 10.81'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
29/12/2024,Juan Jorba,San Luis,29/12/2024,Contenido,33° 28' 23.02'' S,65° 17' 31.38'' O,General Pedernera,"Latitud: 33° 28' 23.02'' S, Longitud: 65° 17' 31.38'' O. - Depto.: General Pedernera. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Mercedes y Justo Daract. Tipo: rrhh. Subtipo: bomberos. ]",,
30/12/2024,El Trapiche/Nogolí,San Luis,29/12/2024,Extinguido (30/12 /2024),32° 59' 40.83'' S,66° 12' 10.81'' O,Coronel Pringles,"Latitud: 32° 59' 40.83'' S, Longitud: 66° 12' 10.81'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa de La Quebrada, Potrero de Los Funes, La Punta, El Volcan, Quines. Tipo: rrhh. Subtipo: bomberos. ] [ Institución: otros. Institución: Bri For DPYGE. Tipo: rrhh. Subtipo: plan_provincial_manejo_del_fuego. ]",,
30/12/2024,Juan Jorba,San Luis,29/12/2024,Extinguido (30/12 /2024),33° 28' 23.02'' S,65° 17' 31.38'' O,General Pedernera,"Latitud: 33° 28' 23.02'' S, Longitud: 65° 17' 31.38'' O. - Depto.: General Pedernera. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Mercedes y Justo Daract. Tipo: rrhh. Subtipo: bomberos. ]",,
